
1900	1	1	-0.41	
1901	1	1	-0.79	
1902	1	1	-1.07	
1903	1	1	-1.14	
1904	1	1	-0.52	
1905	1	1	-1.17	
1906	1	1	-1.07	
1907	1	1	-0.44	
1908	1	1	0.04	
1909	1	1	-1.14	
1910	1	1	-0.23	
1911	1	1	-0.67	
1912	1	1	-1.02	
1913	1	1	-0.52	
1914	1	1	-0.74	
1915	1	1	-0.49	
1916	1	1	-0.06	
1917	1	1	0.34	
1918	1	1	-0.07	
1919	1	1	-0.78	
1920	1	1	-0.74	
1921	1	1	-0.07	
1922	1	1	-0.02	
1923	1	1	-0.56	
1924	1	1	0.35	
1925	1	1	-1.07	
1926	1	1	-0.75	
1927	1	1	-0.59	
1928	1	1	-0.54	
1929	1	1	-0.05	
1930	1	1	-1.4	
1931	1	1	-0.81	
1932	1	1	-0.91	
1933	1	1	-0.72	
1934	1	1	-1.05	
1935	1	1	1.02	
1936	1	1	-0.33	
1937	1	1	-0.78	
1938	1	1	0.74	
1939	1	1	-0.82	
1940	1	1	-0.7	
1941	1	1	-0.28	
1942	1	1	-0.25	
1943	1	1	-0.4	
1944	1	1	0.71	
1945	1	1	-0.44	
1946	1	1	0.23	
1947	1	1	-0.79	
1948	1	1	-0.27	
1949	1	1	-0.38	
1950	1	1	-0.22	
1951	1	1	0.07	
1952	1	1	-0.65	
1953	1	1	-0.08	
1954	1	1	0.34	
1955	1	1	0.06	
1956	1	1	0.56	
1957	1	1	-0.06	
1958	1	1	-0.82	
1959	1	1	0.61	
1960	1	1	0.63	
1961	1	1	-0.54	
1962	1	1	0.78	
1963	1	1	0.13	
1964	1	1	-0.86	
1965	1	1	-0.51	
1966	1	1	-0.81	
1967	1	1	-0.66	
1968	1	1	-0.83	
1969	1	1	-0.45	
1970	1	1	0.73	
1971	1	1	0.93	
1972	1	1	-0.14	
1973	1	1	0.2	
1974	1	1	0.56	
1975	1	1	0.57	
1976	1	1	0.12	
1977	1	1	-0.31	
1978	1	1	-0.29	
1979	1	1	0	
1980	1	1	-0.07	
1981	1	1	0.17	
1982	1	1	0.39	
1983	1	1	-0.56	
1984	1	1	-0.5	
1985	1	1	0.29	
1986	1	1	0.81	
1987	1	1	0.26	
1988	1	1	0.1	
1989	1	1	0.58	
1990	1	1	-0.1	
1991	1	1	0.13	
1992	1	1	-0.32	
1993	1	1	-0.15	
1994	1	1	0.1	
1995	1	1	0.04	
1996	1	1	0.48	
1997	1	1	-0.67	
1998	1	1	0.66	
1999	1	1	0.96	
2000	1	1	-0.29	
2001	1	1	0.39	
2002	1	1	0.33	
2003	1	1	0.18	
2004	1	1	0.41	
2005	1	1	-0.3	
2006	1	1	0.79	
2007	1	1	-0.29	
2008	1	1	0.73	
2009	1	1	0.28	
2010	1	1	0.53	
2011	1	1	0.76	
2012	1	1	-0.06	
2013	1	1	0.31	
2014	1	1	0.14	
2015	1	1	0.94	
2016	1	1	0.55	
2017	1	1	0.21	
2018	1	1	1.66	
2019	1	1	1.25	
1900	2	1	-0.32	
1901	2	1	-0.84	
1902	2	1	-0.99	
1903	2	1	-0.69	
1904	2	1	-0.68	
1905	2	1	-0.69	
1906	2	1	-0.91	
1907	2	1	-0.38	
1908	2	1	-0.4	
1909	2	1	-1	
1910	2	1	-0.29	
1911	2	1	-0.57	
1912	2	1	-0.93	
1913	2	1	-0.47	
1914	2	1	-0.55	
1915	2	1	-0.75	
1916	2	1	0.15	
1917	2	1	-0.15	
1918	2	1	-0.34	
1919	2	1	-0.97	
1920	2	1	-0.74	
1921	2	1	-0.44	
1922	2	1	-0.32	
1923	2	1	-0.94	
1924	2	1	0	
1925	2	1	-1.16	
1926	2	1	-1.3	
1927	2	1	-0.26	
1928	2	1	-0.05	
1929	2	1	-0.32	
1930	2	1	-0.89	
